Player-additional,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,ERA+,WAR,K%,BB%,K/BB,K9
briesbe01,Beau Brieske,26.0,DET,AL,4.0,5.0,0.444,3.59,46.0,12.0,12.0,0.0,0.0,1.0,67.2,55.0,31.0,27.0,5.0,30.0,2.0,69.0,2.0,0.0,0.0,282.0,3.353,1.265,7.366,0.67,4.018,9.2,2.3,114.0,0.7,0.245,0.106,2.3,9.241
britojh01,Jhony Brito,26.0,SDP,NL,1.0,2.0,0.333,4.12,26.0,0.0,9.0,0.0,0.0,0.0,43.2,49.0,23.0,20.0,4.0,10.0,1.0,29.0,0.0,0.0,1.0,185.0,3.656,1.366,10.208,0.833,2.083,6.0,2.9,100.0,0.2,0.157,0.054,2.9,6.042
brookaa01,Aaron Brooks,34.0,OAK,AL,0.0,2.0,0.0,5.06,5.0,4.0,1.0,0.0,0.0,0.0,26.2,33.0,19.0,15.0,4.0,8.0,0.0,12.0,1.0,0.0,0.0,119.0,5.085,1.565,11.336,1.374,2.748,4.1,1.5,79.0,-0.2,0.101,0.067,1.5,4.122
brownbe02,Ben Brown,24.0,CHC,NL,1.0,3.0,0.25,3.58,15.0,8.0,0.0,0.0,0.0,0.0,55.1,41.0,22.0,22.0,5.0,19.0,0.0,64.0,1.0,0.0,2.0,222.0,2.991,1.089,6.697,0.817,3.103,10.4,3.37,112.0,0.9,0.288,0.086,3.368,10.454
brownhu01,Hunter Brown,25.0,HOU,AL,11.0,9.0,0.55,3.49,31.0,30.0,0.0,0.0,0.0,0.0,170.0,156.0,71.0,66.0,18.0,60.0,0.0,179.0,5.0,1.0,4.0,712.0,3.429,1.271,8.259,0.953,3.176,9.5,2.98,113.0,2.6,0.251,0.084,2.983,9.476
bruihju01,Justin Bruihl*,27.0,PIT,NL,0.0,0.0,,9.53,7.0,0.0,0.0,0.0,0.0,0.0,5.2,9.0,6.0,6.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,27.0,4.254,1.923,15.577,1.731,1.731,7.9,5.0,47.0,-0.3,0.185,0.037,5.0,8.654
brzykza01,Zach Brzykcy,24.0,WSN,NL,0.0,0.0,,14.29,6.0,0.0,1.0,0.0,0.0,0.0,5.2,9.0,9.0,9.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,28.0,8.292,2.308,15.577,3.462,5.192,6.4,1.33,30.0,-0.3,0.143,0.107,1.333,6.923
bubickr01,Kris Bubic*,26.0,KCR,AL,1.0,1.0,0.5,2.67,27.0,0.0,7.0,0.0,0.0,1.0,30.1,26.0,12.0,9.0,2.0,5.0,3.0,39.0,0.0,0.0,1.0,121.0,1.871,1.03,7.774,0.598,1.495,11.6,7.8,160.0,0.8,0.322,0.041,7.8,11.661
buehlwa01,Walker Buehler,29.0,LAD,NL,1.0,6.0,0.143,5.38,16.0,16.0,0.0,0.0,0.0,0.0,75.1,89.0,52.0,45.0,16.0,28.0,0.0,64.0,5.0,0.0,3.0,344.0,5.284,1.558,10.666,1.917,3.356,7.6,2.29,72.0,-1.3,0.186,0.081,2.286,7.67
bukaujb01,JB Bukauskas,27.0,MIL,NL,0.0,0.0,,1.5,6.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,22.0,3.767,0.667,4.5,1.5,1.5,9.0,6.0,296.0,0.2,0.273,0.045,6.0,9.0
bummeaa01,Aaron Bummer*,30.0,ATL,NL,4.0,3.0,0.571,3.58,56.0,0.0,13.0,0.0,0.0,0.0,55.1,61.0,24.0,22.0,2.0,18.0,2.0,69.0,2.0,0.0,2.0,244.0,2.047,1.434,9.964,0.327,2.94,11.2,3.83,116.0,0.6,0.283,0.074,3.833,11.27
burdini01,Nick Burdi,31.0,NYY,AL,1.0,0.0,1.0,1.86,12.0,0.0,1.0,0.0,0.0,0.0,9.2,5.0,2.0,2.0,1.0,9.0,0.0,12.0,2.0,0.0,3.0,45.0,4.839,1.522,4.891,0.978,8.804,11.2,1.33,229.0,0.4,0.267,0.2,1.333,11.739
burkebr01,Brock Burke*,27.0,LAA/TEX,AL,2.0,1.0,0.667,5.82,34.0,1.0,9.0,0.0,0.0,0.0,34.0,37.0,22.0,22.0,4.0,16.0,2.0,41.0,2.0,0.0,0.0,154.0,3.629,1.559,9.794,1.059,4.235,10.9,2.56,72.0,-0.2,0.266,0.104,2.562,10.853
burkese01,Sean Burke,24.0,CHW,AL,2.0,0.0,1.0,1.42,4.0,3.0,1.0,0.0,0.0,0.0,19.0,12.0,4.0,3.0,2.0,7.0,0.0,22.0,0.0,0.0,1.0,76.0,3.258,1.0,5.684,0.947,3.316,10.4,3.14,294.0,0.9,0.289,0.092,3.143,10.421
burneco01,Corbin Burnes,29.0,BAL,AL,15.0,9.0,0.625,2.92,32.0,32.0,0.0,0.0,0.0,0.0,194.1,165.0,76.0,63.0,22.0,48.0,0.0,181.0,2.0,3.0,7.0,784.0,3.45,1.097,7.651,1.02,2.226,8.4,3.77,128.0,3.4,0.231,0.061,3.771,8.393
burrry01,Ryan Burr,30.0,TOR,AL,0.0,2.0,0.0,4.13,34.0,4.0,5.0,0.0,0.0,0.0,32.2,29.0,16.0,15.0,4.0,12.0,0.0,47.0,1.0,0.0,0.0,140.0,2.914,1.273,8.106,1.118,3.354,12.9,3.92,98.0,0.0,0.336,0.086,3.917,13.137
bushky01,Ky Bush*,24.0,CHW,AL,0.0,3.0,0.0,5.6,4.0,4.0,0.0,0.0,0.0,0.0,17.2,20.0,11.0,11.0,2.0,16.0,1.0,11.0,1.0,0.0,2.0,87.0,6.123,2.093,10.465,1.047,8.372,5.6,0.69,75.0,0.1,0.126,0.184,0.688,5.756
buttojo01,José Buttó,26.0,NYM,NL,7.0,3.0,0.7,2.55,30.0,7.0,5.0,0.0,0.0,3.0,74.0,41.0,21.0,21.0,6.0,38.0,0.0,79.0,5.0,1.0,2.0,294.0,3.559,1.068,4.986,0.73,4.622,9.6,2.08,155.0,2.2,0.269,0.129,2.079,9.608
cabreed02,Edward Cabrera,26.0,MIA,NL,4.0,8.0,0.333,4.95,20.0,20.0,0.0,0.0,0.0,0.0,96.1,82.0,60.0,53.0,15.0,50.0,0.0,107.0,5.0,1.0,1.0,418.0,4.463,1.374,7.68,1.405,4.683,10.0,2.14,91.0,0.7,0.256,0.12,2.14,10.021
cabrege01,Génesis Cabrera*,27.0,TOR,AL,3.0,3.0,0.5,3.59,69.0,0.0,10.0,0.0,0.0,2.0,62.2,63.0,31.0,25.0,10.0,29.0,4.0,50.0,2.0,2.0,2.0,271.0,4.981,1.479,9.116,1.447,4.196,7.2,1.72,113.0,-0.1,0.185,0.107,1.724,7.235
campbis01,Isaiah Campbell,26.0,BOS,AL,0.0,1.0,0.0,16.2,8.0,0.0,1.0,0.0,0.0,0.0,6.2,14.0,13.0,12.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,37.0,8.423,2.581,20.323,4.355,2.903,8.1,3.0,28.0,-1.2,0.162,0.054,3.0,8.71
cannigr01,Griffin Canning,28.0,LAA,AL,6.0,13.0,0.316,5.19,32.0,31.0,1.0,0.0,0.0,0.0,171.2,174.0,105.0,99.0,31.0,66.0,1.0,130.0,6.0,4.0,6.0,739.0,5.092,1.402,9.147,1.63,3.47,6.8,1.97,81.0,0.3,0.176,0.089,1.97,6.834
cannojo02,Jonathan Cannon,23.0,CHW,AL,5.0,10.0,0.333,4.49,23.0,21.0,1.0,0.0,0.0,1.0,124.1,125.0,65.0,62.0,18.0,40.0,0.0,91.0,4.0,1.0,2.0,522.0,4.486,1.33,9.065,1.305,2.901,6.6,2.28,92.0,1.9,0.174,0.077,2.275,6.6
canoye01,Yennier Cano,30.0,BAL,AL,4.0,3.0,0.571,3.15,70.0,0.0,12.0,0.0,0.0,5.0,60.0,54.0,24.0,21.0,6.0,24.0,1.0,65.0,1.0,1.0,0.0,249.0,3.433,1.3,8.1,0.9,3.6,9.8,2.71,120.0,0.8,0.261,0.096,2.708,9.75
cantijo01,Joey Cantillo*,24.0,CLE,AL,2.0,4.0,0.333,4.89,9.0,8.0,1.0,0.0,0.0,0.0,38.2,35.0,22.0,21.0,6.0,15.0,0.0,44.0,0.0,0.0,4.0,163.0,4.016,1.309,8.246,1.414,3.534,10.2,2.93,84.0,-0.1,0.27,0.092,2.933,10.366
carasma01,Matt Carasiti,32.0,COL,NL,0.0,1.0,0.0,10.38,7.0,0.0,1.0,0.0,0.0,0.0,8.2,16.0,10.0,10.0,2.0,3.0,0.0,7.0,1.0,0.0,0.0,43.0,5.661,2.317,17.561,2.195,3.293,7.3,2.33,46.0,-0.5,0.163,0.07,2.333,7.683
carraca01,Carlos Carrasco,37.0,CLE,AL,3.0,10.0,0.231,5.64,21.0,21.0,0.0,0.0,0.0,0.0,103.2,112.0,68.0,65.0,19.0,33.0,0.0,89.0,5.0,0.0,5.0,447.0,4.728,1.405,9.767,1.657,2.878,7.7,2.7,72.0,-1.2,0.199,0.074,2.697,7.762
caspabe01,Ben Casparius,25.0,LAD,NL,2.0,0.0,1.0,2.16,3.0,0.0,0.0,0.0,0.0,0.0,8.1,9.0,3.0,2.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,37.0,1.619,1.605,10.0,0.0,4.444,13.0,3.0,187.0,0.1,0.324,0.108,3.0,13.333
castehu01,Humberto Castellanos,26.0,ARI,NL,0.0,0.0,,5.23,7.0,0.0,4.0,0.0,0.0,1.0,10.1,11.0,6.0,6.0,0.0,4.0,0.0,7.0,2.0,0.0,1.0,48.0,2.902,1.485,9.802,0.0,3.564,6.1,1.75,83.0,-0.1,0.146,0.083,1.75,6.238
castidi01,Diego Castillo,30.0,MIN,AL,0.0,0.0,,2.7,7.0,0.0,3.0,0.0,0.0,0.0,10.0,8.0,3.0,3.0,0.0,8.0,0.0,6.0,0.0,0.0,1.0,43.0,4.3,1.6,7.2,0.0,7.2,5.4,0.75,159.0,0.2,0.14,0.186,0.75,5.4
castilu02,Luis Castillo,31.0,SEA,AL,11.0,12.0,0.478,3.64,30.0,30.0,0.0,0.0,0.0,0.0,175.1,158.0,73.0,71.0,25.0,47.0,2.0,175.0,5.0,0.0,0.0,719.0,3.762,1.171,8.121,1.285,2.416,9.0,3.72,101.0,1.8,0.243,0.065,3.723,8.995
castrmi01,Miguel Castro,29.0,ARI,NL,0.0,0.0,,5.93,11.0,0.0,2.0,0.0,0.0,0.0,13.2,20.0,9.0,9.0,3.0,3.0,0.0,8.0,1.0,0.0,0.0,64.0,5.524,1.742,13.636,2.045,2.045,5.3,2.67,72.0,-0.1,0.125,0.047,2.667,5.455
ceasedy01,Dylan Cease,28.0,SDP,NL,14.0,11.0,0.56,3.47,33.0,33.0,0.0,1.0,1.0,0.0,189.1,137.0,80.0,73.0,18.0,65.0,0.0,224.0,2.0,0.0,12.0,762.0,3.0,1.068,6.52,0.857,3.094,10.6,3.45,118.0,4.2,0.294,0.085,3.446,10.661
ceccosl01,Slade Cecconi,25.0,ARI,NL,2.0,7.0,0.222,6.66,20.0,13.0,2.0,0.0,0.0,0.0,77.0,92.0,57.0,57.0,16.0,17.0,1.0,64.0,4.0,1.0,2.0,338.0,4.801,1.416,10.753,1.87,1.987,7.5,3.76,63.0,-1.1,0.189,0.05,3.765,7.481
chafian01,Andrew Chafin*,34.0,DET/TEX,AL,4.0,3.0,0.571,3.51,62.0,0.0,13.0,0.0,0.0,1.0,56.1,52.0,26.0,22.0,5.0,31.0,4.0,70.0,1.0,0.0,7.0,246.0,3.421,1.48,8.342,0.802,4.973,11.2,2.26,116.0,0.5,0.285,0.126,2.258,11.23
chapmar01,Aroldis Chapman*,36.0,PIT,NL,5.0,5.0,0.5,3.79,68.0,0.0,18.0,0.0,0.0,14.0,61.2,44.0,31.0,26.0,5.0,39.0,0.0,98.0,2.0,2.0,4.0,265.0,2.871,1.356,6.471,0.735,5.735,14.3,2.51,111.0,0.4,0.37,0.147,2.513,14.412
chargjt01,JT Chargois,33.0,MIA/SEA,2LG,3.0,1.0,0.75,2.23,36.0,0.0,9.0,0.0,0.0,0.0,36.1,24.0,9.0,9.0,6.0,13.0,1.0,30.0,2.0,0.0,0.0,146.0,4.679,1.025,5.983,1.496,3.241,7.4,2.31,185.0,0.9,0.205,0.089,2.308,7.479
chaveje01,Jesse Chavez,40.0,ATL,NL,2.0,2.0,0.5,3.13,46.0,0.0,16.0,0.0,0.0,0.0,63.1,60.0,27.0,22.0,10.0,19.0,1.0,55.0,1.0,1.0,0.0,264.0,4.32,1.252,8.558,1.426,2.71,7.8,2.89,133.0,0.6,0.208,0.072,2.895,7.845
chiriyo01,Yonny Chirinos,30.0,MIA,NL,0.0,2.0,0.0,6.3,6.0,6.0,0.0,0.0,0.0,0.0,30.0,43.0,21.0,21.0,7.0,13.0,0.0,25.0,3.0,0.0,1.0,144.0,5.767,1.867,12.9,2.1,3.9,7.5,1.92,72.0,-0.1,0.174,0.09,1.923,7.5
chivian01,Angel Chivilli,21.0,COL,NL,2.0,3.0,0.4,4.55,30.0,0.0,10.0,0.0,0.0,1.0,31.2,31.0,17.0,16.0,7.0,10.0,0.0,28.0,1.0,0.0,0.0,133.0,5.183,1.314,8.942,2.019,2.885,8.0,2.8,102.0,0.2,0.211,0.075,2.8,8.077
cimbead01,Adam Cimber,33.0,LAA,AL,3.0,0.0,1.0,7.03,28.0,0.0,2.0,0.0,0.0,0.0,24.1,20.0,19.0,19.0,1.0,14.0,2.0,19.0,6.0,0.0,1.0,107.0,3.805,1.411,7.469,0.373,5.228,7.0,1.36,60.0,-0.7,0.178,0.131,1.357,7.095
cisnejo01,José Cisnero,35.0,LAA,AL,0.0,0.0,,6.89,15.0,0.0,3.0,0.0,0.0,0.0,15.2,18.0,15.0,12.0,4.0,8.0,0.0,17.0,2.0,0.0,3.0,74.0,5.863,1.711,10.658,2.368,4.737,9.8,2.13,62.0,-0.4,0.23,0.108,2.125,10.066
civalaa01,Aaron Civale,29.0,MIL/TBR,2LG,8.0,9.0,0.471,4.36,31.0,31.0,0.0,0.0,0.0,0.0,161.0,158.0,82.0,78.0,29.0,52.0,0.0,149.0,6.0,0.0,1.0,689.0,4.56,1.304,8.832,1.621,2.907,8.3,2.87,94.0,1.2,0.216,0.075,2.865,8.329
claseem01,Emmanuel Clase,26.0,CLE,AL,4.0,2.0,0.667,0.61,74.0,0.0,66.0,0.0,0.0,47.0,74.1,39.0,10.0,5.0,2.0,10.0,1.0,66.0,2.0,0.0,2.0,270.0,2.074,0.661,4.737,0.243,1.215,8.0,6.6,674.0,4.5,0.244,0.037,6.6,8.016
cleavga01,Garrett Cleavinger*,30.0,TBR,AL,7.0,5.0,0.583,3.75,68.0,0.0,15.0,0.0,0.0,6.0,60.0,52.0,29.0,25.0,6.0,31.0,0.0,71.0,7.0,0.0,2.0,266.0,3.583,1.383,7.8,0.9,4.65,10.7,2.29,107.0,0.8,0.267,0.117,2.29,10.65
clevimi01,Mike Clevinger,33.0,CHW,AL,0.0,3.0,0.0,6.75,4.0,4.0,0.0,0.0,0.0,0.0,16.0,22.0,13.0,12.0,4.0,9.0,1.0,15.0,0.0,0.0,2.0,78.0,6.162,1.938,12.375,2.25,5.062,8.4,1.67,62.0,-0.1,0.192,0.115,1.667,8.438
cobbal01,Alex Cobb,36.0,CLE,AL,2.0,1.0,0.667,2.76,3.0,3.0,0.0,0.0,0.0,0.0,16.1,14.0,7.0,5.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,62.0,3.224,1.056,7.826,0.559,1.677,5.5,3.33,151.0,0.3,0.161,0.048,3.333,5.59
colege01,Gerrit Cole,33.0,NYY,AL,8.0,5.0,0.615,3.41,17.0,17.0,0.0,0.0,0.0,0.0,95.0,78.0,38.0,36.0,11.0,29.0,1.0,99.0,6.0,0.0,0.0,390.0,3.437,1.126,7.389,1.042,2.747,9.4,3.41,121.0,2.0,0.254,0.074,3.414,9.379
contrlu01,Luis Contreras,28.0,HOU,AL,0.0,0.0,,9.0,5.0,0.0,3.0,0.0,0.0,0.0,6.0,7.0,6.0,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,26.0,2.1,1.5,10.5,0.0,3.0,9.0,3.0,47.0,-0.1,0.231,0.077,3.0,9.0
contrro01,Roansy Contreras,24.0,LAA/PIT,2LG,2.0,4.0,0.333,4.35,49.0,3.0,20.0,0.0,0.0,2.0,68.1,63.0,36.0,33.0,11.0,31.0,6.0,56.0,4.0,0.0,3.0,298.0,4.921,1.38,8.326,1.454,4.097,7.4,1.81,97.0,0.5,0.188,0.104,1.806,7.401
corbipa01,Patrick Corbin*,34.0,WSN,NL,6.0,13.0,0.316,5.62,32.0,32.0,0.0,0.0,0.0,0.0,174.2,208.0,114.0,109.0,25.0,54.0,1.0,139.0,3.0,0.0,3.0,764.0,4.3,1.504,10.746,1.292,2.79,7.2,2.57,72.0,-0.9,0.182,0.071,2.574,7.181
cortene01,Nestor Cortes*,29.0,NYY,AL,9.0,10.0,0.474,3.77,31.0,30.0,1.0,0.0,0.0,0.0,174.1,162.0,74.0,73.0,24.0,39.0,0.0,162.0,4.0,1.0,2.0,710.0,3.703,1.155,8.374,1.241,2.016,8.4,4.15,109.0,2.6,0.228,0.055,4.154,8.374
cosgrto01,Tom Cosgrove*,28.0,SDP,NL,0.0,1.0,0.0,11.66,18.0,0.0,3.0,0.0,0.0,0.0,14.2,23.0,19.0,19.0,3.0,6.0,0.0,15.0,4.0,0.0,0.0,76.0,5.001,2.042,14.577,1.901,3.803,9.2,2.5,36.0,-0.9,0.197,0.079,2.5,9.507
couloda01,Danny Coulombe*,34.0,BAL,AL,1.0,0.0,1.0,2.12,33.0,0.0,3.0,0.0,0.0,1.0,29.2,15.0,7.0,7.0,3.0,5.0,0.0,32.0,0.0,0.0,2.0,107.0,2.758,0.685,4.623,0.925,1.541,9.7,6.4,178.0,0.9,0.299,0.047,6.4,9.863
cousija01,Jake Cousins,29.0,NYY,AL,2.0,1.0,0.667,2.37,37.0,0.0,6.0,0.0,0.0,1.0,38.0,20.0,14.0,10.0,5.0,20.0,1.0,53.0,5.0,0.0,4.0,155.0,3.6,1.053,4.737,1.184,4.737,12.6,2.65,175.0,0.7,0.342,0.129,2.65,12.553
crawfku01,Kutter Crawford,28.0,BOS,AL,9.0,16.0,0.36,4.36,33.0,33.0,0.0,0.0,0.0,0.0,183.2,155.0,97.0,89.0,34.0,51.0,0.0,175.0,9.0,0.0,4.0,759.0,4.437,1.124,7.615,1.67,2.505,8.6,3.43,98.0,2.0,0.231,0.067,3.431,8.597
crismna01,Nabil Crismatt,29.0,LAD,NL,1.0,1.0,0.5,2.57,5.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,3.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,3.243,1.0,9.0,1.286,0.0,7.7,0.0,158.0,0.1,0.231,0.0,0.0,7.714
criswco01,Cooper Criswell,27.0,BOS,AL,6.0,5.0,0.545,4.08,26.0,18.0,4.0,0.0,0.0,0.0,99.1,103.0,52.0,45.0,10.0,31.0,0.0,73.0,7.0,0.0,2.0,424.0,3.877,1.352,9.354,0.908,2.815,6.6,2.35,105.0,0.7,0.172,0.073,2.355,6.63
criswje01,Jeff Criswell,25.0,COL,NL,1.0,0.0,1.0,2.75,13.0,0.0,1.0,0.0,0.0,0.0,19.2,20.0,6.0,6.0,4.0,9.0,0.0,27.0,1.0,0.0,0.0,87.0,4.402,1.51,9.375,1.875,4.219,12.4,3.0,170.0,0.6,0.31,0.103,3.0,12.656
crochga01,Garrett Crochet*,25.0,CHW,AL,6.0,12.0,0.333,3.58,32.0,32.0,0.0,0.0,0.0,0.0,146.0,123.0,61.0,58.0,18.0,33.0,0.0,209.0,5.0,1.0,3.0,595.0,2.518,1.068,7.582,1.11,2.034,12.9,6.33,115.0,4.1,0.351,0.055,6.333,12.884
cronide01,Declan Cronin,26.0,MIA,NL,3.0,4.0,0.429,4.35,56.0,0.0,9.0,0.0,0.0,0.0,70.1,75.0,41.0,34.0,1.0,25.0,3.0,72.0,5.0,0.0,1.0,306.0,2.301,1.427,9.629,0.128,3.21,9.2,2.88,104.0,0.4,0.235,0.082,2.88,9.244
crousha01,Hans Crouse,25.0,LAA,AL,4.0,3.0,0.571,2.84,25.0,0.0,5.0,0.0,0.0,0.0,25.1,14.0,10.0,8.0,2.0,17.0,1.0,34.0,2.0,0.0,1.0,107.0,3.459,1.235,5.02,0.717,6.096,12.1,2.0,149.0,0.5,0.318,0.159,2.0,12.191
cruzfe01,Fernando Cruz,34.0,CIN,NL,3.0,8.0,0.273,4.86,69.0,3.0,6.0,0.0,0.0,0.0,66.2,54.0,36.0,36.0,9.0,35.0,2.0,109.0,1.0,0.0,8.0,288.0,3.16,1.344,7.341,1.224,4.758,14.7,3.11,91.0,0.3,0.378,0.122,3.114,14.819
cruzst01,Steven Cruz,25.0,KCR,AL,0.0,0.0,,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,18.0,1.562,0.192,1.731,0.0,0.0,6.4,0.0,,0.2,0.222,0.0,0.0,6.923
cuasjo01,José Cuas,30.0,CHC,2LG,0.0,0.0,,7.71,13.0,0.0,3.0,0.0,0.0,0.0,16.1,19.0,15.0,14.0,4.0,10.0,1.0,17.0,5.0,0.0,2.0,83.0,6.081,1.801,10.621,2.236,5.59,9.4,1.7,54.0,-0.5,0.205,0.12,1.7,9.503
cuetojo01,Johnny Cueto,38.0,LAA,AL,0.0,2.0,0.0,7.15,2.0,2.0,0.0,0.0,0.0,0.0,11.1,14.0,9.0,9.0,4.0,3.0,1.0,6.0,0.0,0.0,0.0,50.0,7.514,1.532,11.351,3.243,2.432,4.8,2.0,60.0,-0.2,0.12,0.06,2.0,4.865
curryxz01,Xzavion Curry,25.0,CLE/MIA,2LG,2.0,2.0,0.5,4.64,16.0,5.0,3.0,0.0,0.0,0.0,42.2,38.0,23.0,22.0,8.0,7.0,1.0,28.0,0.0,0.0,1.0,172.0,4.735,1.066,8.104,1.706,1.493,5.9,4.0,93.0,0.2,0.163,0.041,4.0,5.972
danaca01,Caden Dana,20.0,LAA,AL,1.0,2.0,0.333,9.58,3.0,3.0,0.0,0.0,0.0,0.0,10.1,14.0,12.0,11.0,5.0,7.0,0.0,8.0,1.0,0.0,0.0,52.0,10.031,2.079,12.475,4.455,6.238,7.0,1.14,45.0,-0.4,0.154,0.135,1.143,7.129
danieda01,Davis Daniel,27.0,LAA,AL,1.0,4.0,0.2,6.23,6.0,6.0,0.0,0.0,0.0,0.0,30.1,39.0,22.0,21.0,5.0,6.0,0.0,28.0,1.0,1.0,0.0,134.0,3.997,1.495,11.661,1.495,1.794,8.3,4.67,68.0,-0.4,0.209,0.045,4.667,8.372
darviyu01,Yu Darvish,37.0,SDP,NL,7.0,3.0,0.7,3.31,16.0,16.0,0.0,0.0,0.0,0.0,81.2,65.0,32.0,30.0,12.0,22.0,0.0,78.0,3.0,0.0,2.0,331.0,3.913,1.071,7.204,1.33,2.438,8.6,3.55,124.0,2.0,0.236,0.066,3.545,8.645
davisau01,Austin Davis*,31.0,SDP,NL,0.0,0.0,,9.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,7.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0,33.0,3.529,1.571,7.714,0.0,6.429,7.7,1.2,48.0,-0.3,0.182,0.152,1.2,7.714
davisno01,Noah Davis,27.0,COL,NL,0.0,0.0,,5.75,9.0,0.0,2.0,0.0,0.0,0.0,20.1,31.0,15.0,13.0,3.0,7.0,0.0,15.0,0.0,0.0,0.0,96.0,4.593,1.891,13.881,1.343,3.134,6.6,2.14,81.0,-0.2,0.156,0.073,2.143,6.716
